sample_id,global_n,s_n,s_n_contig,rbd_n
hCoV_19_Wales_PHWC_PGNTG9_2021,0.02207136407718289,0.0,0,0
hCoV_19_Wales_PHWC_4B7BB8_2021,0.008661338327258135,0.05703819989534275,218,22
hCoV_19_England_MILK_13D6DE8_2021,0.018727218004882452,0.040293040293040296,127,0
hCoV_19_England_NORT_YBX9KQ_2021,0.018119818133190694,0.04945054945054945,189,189
hCoV_19_England_RAND_11ED6A9_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_QEUH_160A771_2021,0.004146186511519042,0.0,0,0
hCoV_19_Scotland_QEUH_13AA390_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_NEWC_1B4E6E8_2021,0.00511654349061967,0.0,0,0
hCoV_19_England_DHSC_CYB9UMM_2022,0.009229843159549209,0.0,0,0
hCoV_19_England_LSPA_3668BBB_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PLYM_3EE8AEB_2022,0.038190148145671,0.0,0,0
hCoV_19_England_MILK_3A08005_2022,0.00421235624498529,0.0,0,0
hCoV_19_Wales_PHWC_4B4E58_2021,0.026452195431896464,0.07221350078492936,218,79
hCoV_19_England_DHSC_CYNX4R1_2022,0.012436480342337523,0.03349031920460492,45,41
hCoV_19_Scotland_QEUH_147D3E0_2021,0.022639868909473965,0.07090528519099948,271,0
hCoV_19_Wales_PHWC_PRE44D_2021,0.0024077851720563153,0.0,0,0
hCoV_19_Wales_PHWC_PRCRG4_2021,0.009932113834732302,0.0,0,0
hCoV_19_England_PHEP_YYFAJKP_2022,0.004313804173354735,0.0005232862375719519,2,0
hCoV_19_NorthernIreland_RAND_12682ED_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_3CB99AC_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_3095535_2022,0.010530890612463225,0.04945054945054945,189,189
hCoV_19_Wales_PHWC_PYBB5C_2021,0.0015048657325351972,0.0,0,0
hCoV_19_England_QEUH_3F5D89B_2022,0.011136006420760458,0.0,0,0
hCoV_19_England_ALDP_14937F7_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_4D8D8E_2021,0.0012707755074741665,0.0,0,0
hCoV_19_England_MILK_3573310_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_LSPA_3562D43_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_BRBR_326B824E_2023,0.01404541350366184,0.0,0,0
hCoV_19_England_ALDP_3C44A76_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYGK67P_2022,0.00999899675617831,0.0,0,0
hCoV_19_England_PHEP_YYFJMRS_2022,0.01320937698558673,0.0005232862375719519,2,0
hCoV_19_Scotland_EDB66655_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_3D45BBD_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_13A9EFA_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_NEWC_3C57EFC_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_1526C17_2021,0.004146186511519042,0.0,0,0
hCoV_19_Scotland_LSPA_3E51081_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_156BF4A_2021,0.04956024479149249,0.12794348508634223,271,22
hCoV_19_Wales_PHWC_PJUWU5_2022,0.0013042169681971708,0.0,0,0
hCoV_19_England_PHEC_YYGYAXR_2022,0.00297629000434739,0.0,0,0
hCoV_19_England_LSPA_3EB7599_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_FEBE3F_2021,0.018894425308497474,0.0,0,0
hCoV_19_England_LSPA_3EB580B_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_2A0828A_2021,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3EBFFDF_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_39C1607_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_HSLL_30EC872_2022,0.013940893286975127,0.076138147566719,189,189
hCoV_19_England_MILK_35E9069_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_EDB66488_2022,0.07139751864361435,0.04735740450026164,181,0
hCoV_19_England_QEUH_3E81E51_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYE316S_2023,0.02374343711333311,0.0,0,0
hCoV_19_England_MILK_2DD0F72_2021,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_SCOT_19322_2022,0.00428050697254456,0.0005232862375719519,2,0
hCoV_19_England_OXON_F6B981_2021,0.0,0.0,0,0
hCoV_19_England_ALDP_339D804_2022,0.00421235624498529,0.0,0,0
hCoV_19_Scotland_LSPA_32642AF6_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3E90F3E_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_32CFA6E_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_MILK_1680C47_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_QEUH_38673FE_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYGYBDU_2022,0.0091629602381032,0.0,0,0
hCoV_19_England_PHEC_YYRH451_2022,0.04183526736447848,0.04840397697540555,102,57
hCoV_19_England_ALDP_1444A47_2021,0.004949336187004648,0.0,0,0
hCoV_19_England_QEUH_2EA0E94D_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_1C92471_2021,0.025081095542253285,0.061224489795918366,132,0
hCoV_19_England_PLYM_3EFE912_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YY84ZUG_2023,0.04708557669799017,0.002354788069073783,6,0
hCoV_19_England_QEUH_3D1B093_2022,0.038156706684948,0.0,0,0
hCoV_19_Scotland_QEUH_3A59D86_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYRYKOT_2022,0.002207136407718289,0.0,0,0
hCoV_19_England_ALDP_35DE9D5_2022,0.01160069537309441,0.0,0,0
hCoV_19_England_MILK_11A2AFF_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_BRBR_326D7926_2023,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_1658E33_2021,0.009831789452563288,0.04526425954997384,173,0
hCoV_19_England_HSLL_39CA3E9_2022,0.030389141481679594,0.0,0,0
hCoV_19_England_QEUH_1292AA6_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_3CD2688_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_BRBR_30F1B17_2022,0.05165151109922439,0.11878597592883307,265,189
hCoV_19_England_ALDP_152BAEB_2021,0.006220111694478815,0.017006802721088437,59,22
hCoV_19_England_BRBR_326D4EB1_2023,0.04688492793365214,0.0,0,0
hCoV_19_England_CAMC_13406FD_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_LSPA_3E34770_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_128F0D7_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_LOND_13290A1_2021,0.004447714276159582,0.0031397174254317113,5,4
hCoV_19_England_QEUH_CAF17D_2020,0.0648764338026285,0.12689691261119831,267,289
hCoV_19_England_ALDP_119F9F8_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_QEUH_3D11604_2022,0.004479807435143086,0.0,0,0
hCoV_19_England_PHEC_YYGM9PM_2022,0.005685048322910745,0.0,0,0
hCoV_19_England_LSPA_3E71D2A_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_1555471_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_CAMC_13A4712_2021,0.00404641674748353,0.0,0,0
hCoV_19_Wales_PHWC_PKDE5Z_2022,0.01153730394943651,0.0,0,0
hCoV_19_Scotland_SCOT_22451_2022,0.003076614386516403,0.00026164311878597594,1,0
hCoV_19_Wales_PHWC_PJ7HES_2022,0.01023308698123934,0.0018315018315018315,7,0
hCoV_19_England_MILK_31B6B3B_2022,0.03072345546937684,0.09183673469387756,189,189
hCoV_19_England_LSPA_3F4C2BF_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_2D6CEC9_2021,0.00702270675183092,0.0,0,0
hCoV_19_England_ALDP_2DA8359_2021,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_1535BAF_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_RAND_144E7EC_2021,0.009363609002441226,0.041601255886970175,153,0
hCoV_19_England_QEUH_3258CA88_2022,0.0832023542788349,0.04552590266875981,159,174
hCoV_19_England_LSPA_34FCF1C_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_BRBR_2F4626D_2021,0.0985557635731479,0.11878597592883307,265,189
hCoV_19_Wales_PHWC_PE9A3W_2022,0.012707755074741665,0.0,0,0
hCoV_19_Scotland_QEUH_16272E6_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_361E6C2_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_MILK_30E3D03_2022,0.09387536774538646,0.11878597592883307,265,189
hCoV_19_England_BRBR_38F4C19_2022,0.02858384594811447,0.0,0,0
hCoV_19_Wales_PHWC_P8ZNWF_2022,0.01611393420700722,0.04945054945054945,189,189
hCoV_19_England_LSPA_3E5CC64_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PLYM_3EEBDB2_2022,0.047587198608835236,0.0,0,0
hCoV_19_England_NORW_225759_2021,0.0020733705648262714,0.0,0,0
hCoV_19_England_ALDP_163A13E_2021,0.020563747617614606,0.1043956043956044,233,233
hCoV_19_England_CAMC_1263B41_2021,0.01267431361401866,0.05703819989534275,218,22
hCoV_19_Scotland_SCOT_24692_2023,0.005450958097849714,0.0007849293563579278,3,0
hCoV_19_England_PHEC_YYBZR33_2021,0.013142494064140722,0.018576661433804292,58,65
hCoV_19_England_QEUH_3E9D05C_2022,0.004247065511821556,0.0,0,0
hCoV_19_England_ALDP_14E397A_2021,0.004046010833946365,0.0,0,0
hCoV_19_England_ALDP_35D607E_2022,0.004211933812468661,0.0,0,0
hCoV_19_England_PHEC_YY8DA4G_2022,0.010032438216901314,0.0015698587127158557,6,0
hCoV_19_England_LSPA_3F2B948_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_152A9A3_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_QEUH_3E84B75_2022,0.0047152459619436175,0.0,0,0
hCoV_19_England_CAMC_14E6968_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_36F5BE0_2022,0.046870821075153786,0.0,0,0
hCoV_19_England_PHEP_YYDND59_2021,0.06076313413369896,0.21559392987964415,518,518
hCoV_19_England_PHEP_YYRC1WJ_2022,0.004380831354713574,0.0005232862375719519,2,0
hCoV_19_Scotland_QEUH_37F7048_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEC_YYGFOPG_2022,0.004481155736882587,0.0015698587127158557,6,0
hCoV_19_England_LSPA_3A74BA9_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_QEUH_1FF460B_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_310997B_2022,0.030690024070607114,0.09523809523809523,189,189
hCoV_19_England_PLYM_1A84ED0_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YY8NJDG_2022,0.07607932314483497,0.06174777603349032,232,1
hCoV_19_England_MILK_11C130E_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_MILK_3735E80_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_QEUH_3E7546D_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_HSLL_3503FC6_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_RAND_1555E19_2021,0.004146186511519042,0.0,0,0
hCoV_19_Wales_PHWC_PKB73K_2022,0.04146741129652543,0.04107796964939822,86,0
hCoV_19_England_PHEP_YYFUC9J_2022,0.012239574624619604,0.0,0,0
hCoV_19_England_HSLL_1532FC4_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_Scotland_QEUH_13CE1D8_2021,0.00404641674748353,0.0,0,0
hCoV_19_NorthernIreland_NIRE_007878_2021,0.031301207236732104,0.20460491889063318,280,289
hCoV_19_England_LSPA_38A6320_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_QEUH_3681439_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_LSPA_326215A1_2022,0.004614921579774604,0.0,0,0
hCoV_19_England_MILK_3B38B73_2022,0.046617396247868106,0.0,0,0
hCoV_19_England_PHEP_YYFNR3Y_2022,0.004247065511821556,0.0,0,0
hCoV_19_England_ALDP_157E2A5_2021,0.01956325452295756,0.05703819989534275,218,22
hCoV_19_England_MILK_15A4947_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_NorthernIreland_NIRE_01fcce_2022,0.004648363040497609,0.0,0,0
hCoV_19_England_HSLL_3B3B484_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_31DBE64_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_LOND_YYBKWX3_2022,0.0035447948366384642,0.0,0,0
hCoV_19_England_ALDP_2000F67_2021,0.005584723940741732,0.0,0,0
hCoV_19_England_ALDP_3233C32_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_QEUH_1469C28_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_3F20354_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_1529BF9_2021,0.012371685558564884,0.0,0,0
hCoV_19_England_PHEC_YYFOZGZ_2022,0.0023409022506103066,0.0,0,0
hCoV_19_England_QEUH_1B2431E_2021,0.09811724576129485,0.09942438513867086,118,160
hCoV_19_Wales_PHWC_PEDJ3H_2022,0.004479807435143086,0.0,0,0
hCoV_19_England_MILK_1E8F1AB_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_34279FC_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_PHEP_YYG8OHD_2022,0.021167736757624397,0.00026171159382360636,1,0
hCoV_19_England_520336_B1_P0_2021,0.001103420603872003,0.0,0,0
hCoV_19_England_ALDP_10E8DE6_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YYGABW9_2022,0.019295722837173526,0.0015698587127158557,6,0
hCoV_19_England_LSPA_325A2AAA_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_PHEP_YYGREOJ_2022,0.04170150152158646,0.05886970172684458,218,158
hCoV_19_Scotland_SCOT_3058_2022,0.004312650441294464,0.0,0,0
hCoV_19_Scotland_EDB65032_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LOND_126D127_2020,0.01839280339765241,0.0,0,0
hCoV_19_England_PLYM_3EE6591_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_DHSC_CYNIH7O_2021,0.024638940893286974,0.08869701726844584,298,41
hCoV_19_England_DHSC_CYY7M9X_2022,0.01939604721934254,0.03349031920460492,45,83
hCoV_19_Wales_PHWC_PKG73Y_2022,0.010634384509915393,0.0,0,0
hCoV_19_England_PHEC_YYG3JUZ_2022,0.04952680333076949,0.006541077969649398,9,8
hCoV_19_England_MILK_3B43E5E_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_154CA02_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_ALDP_1698857_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_3AF8D98_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_3E4709D_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_LSPA_35142AB_2022,0.011132655790318267,0.0,0,0
hCoV_19_England_LSPA_3E7D32C_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_LSPA_3E6216C_2022,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PKGMTN_2022,0.013878206200046818,0.0,0,0
hCoV_19_England_MILK_3647A6A_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_CAMB_AAB60B_2021,0.05815470019730462,0.0,0,0
hCoV_19_NorthernIreland_NIRE_00ad79_2021,0.013878206200046818,0.07692307692307693,274,1
hCoV_19_England_MILK_2F79F00_2021,0.03236159400909334,0.076138147566719,189,189
hCoV_19_England_QEUH_3103926_2022,0.026945707408397968,0.04945054945054945,189,189
hCoV_19_England_LSPA_3261F904_2022,0.021435976323445807,0.0,0,0
hCoV_19_England_PHEC_309BA9_2021,0.0024077851720563153,0.0015698587127158557,6,0
hCoV_19_England_BRBR_2E52EE3_2021,0.026945707408397968,0.04945054945054945,189,189
hCoV_19_England_MILK_1571DA1_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_QEUH_3CEADF1_2022,0.020934354412600744,0.0,0,0
hCoV_19_England_LSPA_3831FDB_2022,0.007156472594722937,0.0,0,0
hCoV_19_Wales_PHWC_PE6PYW_2022,0.011570745410159516,0.0,0,0
hCoV_19_England_MILK_32ACAB2_2022,0.03841267718641348,0.0,0,0
hCoV_19_England_PLYM_27B4AF1_2021,0.00702270675183092,0.0,0,0
hCoV_19_England_PHEC_YYF3HNE_2022,0.0029428485436243856,0.0,0,0
hCoV_19_Scotland_QEUH_38F9DD5_2022,0.00421235624498529,0.0,0,0
hCoV_19_Wales_PHWC_PKRYDQ_2022,0.012741196535464669,0.0,0,0
hCoV_19_England_ALDP_143B384_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_2F73CF0_2021,0.015080585835618271,0.006279434850863423,9,0
hCoV_19_England_MILK_1567F6C_2021,0.023305580633296553,0.0,0,0
hCoV_19_England_MILK_1BF3688_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEP_YYRXQZB_2022,0.018058388790422365,0.04945054945054945,189,189
hCoV_19_England_QEUH_1516773_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEP_YYFUCKW_2022,0.004313948433267565,0.0,0,0
hCoV_19_England_ALDP_325CDD6_2022,0.016515110992243915,0.0,0,0
hCoV_19_England_ALDP_15EDEF8_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_3462B3B_2022,0.012235891949719177,0.0,0,0
hCoV_19_England_PHWC_4DB26E_2021,0.0013042169681971708,0.0,0,0
hCoV_19_England_PHEC_YYFHE95_2022,0.002474668093502324,0.0,0,0
hCoV_19_England_QEUH_3C2651F_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_13A8BE5_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_LSPA_3CD2CA4_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_QEUH_14FF2CB_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_PHEP_YYFGY1K_2022,0.04624954017991506,0.0007849293563579278,2,0
hCoV_19_England_QEUH_3E3BFDB_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_BRBR_324F1F8_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_MILK_15375DC_2021,0.004145909258082852,0.0,0,0
hCoV_19_England_ALDP_10B7D1D_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_SCOT_12523_2022,0.023542788348995085,0.0005232862375719519,2,0
hCoV_19_England_QEUH_326B4C0_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_MILK_155E214_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_DHSC_CYNZ9AU_2021,0.01658696451861017,0.02433281004709576,52,41
hCoV_19_England_PHEC_YY8KC5N_2022,0.052235561649332844,0.0,0,0
hCoV_19_England_PHEP_YYREMYB_2022,0.08206534461425274,0.21559392987964415,518,518
hCoV_19_Wales_PHWC_PGPCMR_2021,0.015010698047606312,0.04945054945054945,189,189
hCoV_19_Scotland_QEUH_159714F_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PLYM_341C8A2_2022,0.06756485691361326,0.0,0,0
hCoV_19_England_PHEC_YY8TWHJ_2022,0.05507808581078821,0.03349031920460492,43,53
hCoV_19_Wales_MILK_37A4E31_2022,0.06310403638430927,0.07875457875457875,301,255
hCoV_19_England_MILK_17B3916_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_BRBR_3A6FD8D_2022,0.0070895896732769284,0.0,0,0
hCoV_19_England_205280028_2020,0.024612915092131225,0.0499738356881214,182,8
hCoV_19_Scotland_QEUH_39710CC_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_ALDP_16873E1_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_317382_2021,0.016854496204394206,0.04186289900575615,93,0
hCoV_19_England_QEUH_14B4C4C_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_MILK_31C2FC7_2022,0.01233618614602835,0.0,0,0
hCoV_19_England_ALDP_33A34E9_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_PHEP_YYRWT4P_2022,0.004347389893990569,0.0010465724751439038,2,0
hCoV_19_England_PHEC_302DE6_2021,0.023676554191887102,0.1130298273155416,231,233
hCoV_19_England_LSPA_30CB0DB_2021,0.07318133190692698,0.12244897959183673,265,189
hCoV_19_England_QEUH_326A4078_2023,0.020934354412600744,0.0,0,0
hCoV_19_England_MILK_F9DC14_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_PLYM_3EE78A6_2022,0.04822258636257232,0.07875457875457875,301,255
hCoV_19_England_NORT_YBNJMH_2021,0.026778550414549344,0.11878597592883307,265,189
hCoV_19_England_LSPA_3E761CF_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_3ED107A_2022,0.028726214761060763,0.0,0,0
hCoV_19_England_LSPA_3F2246E_2022,0.028993746446844798,0.0,0,0
hCoV_19_England_MILK_11C5B11_2021,0.00946393338461024,0.0423861852433281,127,5
hCoV_19_England_PHEC_YYDGKND_2022,0.03869177005651607,0.05075876504447933,151,151
hCoV_19_England_BRBR_1AE09B3_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_311E612_2022,0.02132923241508425,0.076138147566719,189,189
hCoV_19_England_MILK_30DC189_2022,0.013940893286975127,0.076138147566719,189,189
hCoV_19_England_BRBR_3BA046C_2022,0.034478146005417515,0.0,0,0
hCoV_19_England_MILK_33D91D4_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_CAMC_13D4579_2021,0.008293482259305086,0.03322867608581894,127,0
hCoV_19_England_LSPA_3E68078_2022,0.08567702237233722,0.003663003663003663,14,0
hCoV_19_England_PHWC_PKN7Q9_2022,0.015048657325351971,0.0,0,0
hCoV_19_England_MILK_1F9D4A0_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHESW_YYBYKQ3_2021,0.050590162838131544,0.02197802197802198,84,0
hCoV_19_Scotland_LSPA_3ED888A_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_HSLL_153F219_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PORT_1E792CF_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_1D1BEAE_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_ALDP_121F8A7_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_RAND_155F2D7_2021,0.004146186511519042,0.0,0,0
hCoV_19_England_MILK_2EBD6A2_2021,0.026945707408397968,0.11878597592883307,265,189
hCoV_19_England_PHEC_YYN9YHG_2022,0.03227100959769923,0.0,0,0
hCoV_19_England_MILK_15F7D94_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_HSLL_1B4181C_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_14BF494_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_LSPA_3F4DED8_2022,0.012239574624619604,0.0,0,0
hCoV_19_England_MILK_1637368_2021,0.03066171799244324,0.06985871271585557,267,267
hCoV_19_England_MILK_157B141_2021,0.03377587533023443,0.07901622187336473,218,22
hCoV_19_NorthernIreland_NIRE_01ddd3_2022,0.020031434973079625,0.00026164311878597594,1,0
hCoV_19_England_LSPA_36AE560_2022,0.00421235624498529,0.0,0,0
hCoV_19_Scotland_QEUH_3E3FD91_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_QEUH_2EAEEE26_2022,0.004213624051098552,0.0,0,0
hCoV_19_Scotland_SCOT_24460_2023,0.0029428485436243856,0.0,0,0
hCoV_19_Wales_MILK_15248AC_2021,0.0138094760423981,0.0,0,0
hCoV_19_England_MILK_D7FBC2_2020,0.01702170350800923,0.0,0,0
hCoV_19_England_LSPA_3CE4F4C_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_DHSC_CYNUE16_2022,0.03722764336318674,0.06194225721784777,236,236
hCoV_19_England_GSTT_210126LSBC20_2021,0.045814801190516,0.13840920983778127,529,22
hCoV_19_NorthernIreland_QEUH_326BE381_2023,0.004213624051098552,0.0,0,0
hCoV_19_Wales_PHWC_PE8TY9_2022,0.0009360791655522868,0.0,0,0
hCoV_19_Scotland_SCOT_13390_2022,0.002875965622178377,0.0,0,0
hCoV_19_England_LSPA_3ED438D_2022,0.004213624051098552,0.0,0,0
hCoV_19_England_MILK_13839AA_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_ALDP_12C33FC_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_EDB69686_2022,0.03946092365314517,0.07875457875457875,301,255
hCoV_19_Scotland_QEUH_14A03A8_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_EDB71245_2022,0.07912249607062836,0.028519099947671375,109,109
hCoV_19_NorthernIreland_NIRE_01adcd_2022,0.012239574624619604,0.0,0,0
hCoV_19_England_MILK_12C4F7F_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_NEWC_311F022_2022,0.04132120887937951,0.11878597592883307,265,189
hCoV_19_England_LSPA_3E8C3DF_2022,0.028291475771661707,0.0,0,0
hCoV_19_England_PHEP_020830_2021,0.09637828980369863,0.07221350078492936,274,0
hCoV_19_England_LSPA_3D57523_2022,0.013777881817877804,0.0,0,0
hCoV_19_England_CAMC_125318E_2021,0.013410025749924757,0.0,0,0
hCoV_19_England_MILK_2BF5726_2021,0.00862789686653513,0.0,0,0
hCoV_19_England_LSPA_2F79726_2021,0.015044129446376037,0.076138147566719,189,189
hCoV_19_England_ALDP_1CE5F8D_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YYG9RMB_2022,0.002909407082901381,0.0,0,0
hCoV_19_England_ALDP_1386127_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_NEWC_3369DA8_2022,0.03252875100294196,0.0,0,0
hCoV_19_England_NORT_YYBEUX_2021,0.020432732501755677,0.14154892726321297,274,267
hCoV_19_Scotland_QEUH_14D69C5_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_MILK_1A78D96_2021,0.0366852824131358,0.05703819989534275,218,22
hCoV_19_England_QEUH_19E0A84_2021,0.022873959134534997,0.0716902145473574,274,0
hCoV_19_Wales_PHWC_PKY15U_2022,0.00785874326990603,0.0,0,0
hCoV_19_England_PHEC_30D000_2021,0.0178887885779249,0.0,0,0
hCoV_19_England_ALDP_1994C4D_2021,0.00404641674748353,0.0,0,0
hCoV_19_Scotland_QEUH_3574C6F_2022,0.03286636129593099,0.0,0,0
hCoV_19_England_CAMC_14F8893_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_England_MILK_17A7BA6_2021,0.011938601478112564,0.06174777603349032,123,0
hCoV_19_England_MILK_153687A_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YYF61EH_2022,0.002909407082901381,0.0,0,0
hCoV_19_England_QEUH_11CADBC_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_ALDP_14CBE6A_2021,0.011336655185098484,0.05703819989534275,218,22
hCoV_19_Scotland_QEUH_3623633_2022,0.00421235624498529,0.0,0,0
hCoV_19_England_ALDP_143F0A7_2021,0.00404641674748353,0.0,0,0
hCoV_19_England_PHEC_YYGW5MY_2022,0.02451259070996221,0.0015698587127158557,6,0
